Player_ID,data_source,matches,runs,balls_faced,batting_average,strike_rate,boundary_pct,fifties,hundreds,wickets,economy,bowling_strike_rate,balls_bowled,powerplay_sr,middle_sr,death_sr,powerplay_econ,middle_econ,death_econ
SPIN015,real,27,18,16,4.5,112.5,66.7,0,0,33,9.0,14.1,465,0.0,33.3,130.8,11.0,8.6,12.1
SPIN016,real,8,10,16,3.3,62.5,0.0,0,0,10,9.4,18.0,180,0.0,45.5,100.0,6.5,9.4,14.0
SPIN017,real,6,112,79,22.4,141.8,50.0,0,0,2,8.6,21.0,42,138.9,155.3,100.0,0.0,8.6,0.0
SPIN018,real,5,0,0,0,0.0,0.0,0,0,6,9.1,12.0,72,0.0,0.0,0.0,0.0,8.5,12.0
SPIN019,real,21,346,262,20.4,132.1,64.2,0,0,24,10.2,15.1,363,107.9,126.0,174.5,0.0,10.3,5.0
SPIN020,real,7,16,12,16.0,133.3,87.5,0,0,4,10.9,25.5,102,0.0,0.0,145.5,9.0,11.3,0.0
SPIN021,real,23,21,13,21,161.5,66.7,0,0,21,9.6,21.4,450,0.0,0.0,161.5,0.0,9.5,11.0
SPIN022,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIN023,real,9,39,25,19.5,156.0,76.9,0,0,6,8.9,17.0,102,0.0,166.7,150.0,8.9,8.9,0.0
SPIN024,real,11,2,3,2,66.7,0.0,0,0,15,10.0,15.5,233,0.0,0.0,66.7,10.8,9.5,13.0
SPIN025,real,10,0,0,0,0.0,0.0,0,0,6,9.9,33.8,203,0.0,0.0,0.0,0.0,9.6,17.1
SPIN026,real,9,0,0,0,0.0,0.0,0,0,9,9.2,20.7,186,0.0,0.0,0.0,8.0,9.5,14.0
